t,E_dc,I,C_l,C_r
10.8,0.8,0.246289,inf,1.7671
10.88,0.88,0.244298,inf,1.76751
10.96,0.96,0.242354,inf,1.76789
11.04,1.04,0.240456,inf,1.76824
11.12,1.12,0.238601,inf,1.76857
11.2,1.2,0.23679,inf,1.76886
11.28,1.28,0.23502,inf,1.76914
11.36,1.36,0.233289,inf,1.76939
11.44,1.44,0.231597,inf,1.76963
11.52,1.52,0.229943,inf,1.76985
11.6,1.6,0.228325,inf,1.77005
11.68,1.68,0.226741,inf,1.77023
11.76,1.76,0.225192,inf,1.7704
11.84,1.84,0.223675,inf,1.77056
11.92,1.92,0.22219,inf,1.7707
12,2,0.220735,inf,1.77084
12.08,2.08,0.21931,inf,1.77096
12.16,2.16,0.217914,inf,1.77108
12.24,2.24,0.216545,inf,1.77118
12.32,2.32,0.215204,inf,1.77128
12.4,2.4,0.213888,inf,1.77137
12.48,2.48,0.212598,inf,1.77145
12.56,2.56,0.211332,inf,1.77153
12.64,2.64,0.21009,inf,1.7716
12.72,2.72,0.208871,inf,1.77167
12.8,2.8,0.207674,inf,1.77173
12.88,2.88,0.206499,inf,1.77178
12.96,2.96,0.205345,inf,1.77184
13.04,3.04,0.204211,inf,1.77188
13.12,3.12,0.203097,inf,1.77193
13.2,3.2,0.202002,inf,1.77197
13.28,3.28,0.200926,inf,1.772
13.36,3.36,0.199868,inf,1.77204
13.44,3.44,0.198827,inf,1.77207
13.52,3.52,0.197804,inf,1.7721
13.6,3.6,0.196797,inf,1.77213
13.68,3.68,0.195807,inf,1.77215
13.76,3.76,0.194832,inf,1.77218
13.84,3.84,0.193873,inf,1.7722
13.92,3.92,0.192928,inf,1.77222
14,4,0.191998,inf,1.77224
14.08,4.08,0.191082,inf,1.77225
14.16,4.16,0.19018,inf,1.77227
14.24,4.24,0.189291,inf,1.77228
14.32,4.32,0.188416,inf,1.7723
14.4,4.4,0.187553,inf,1.77231
14.48,4.48,0.186702,inf,1.77232
14.56,4.56,0.185864,inf,1.77233
14.64,4.64,0.185037,inf,1.77234
14.72,4.72,0.184222,inf,1.77235
14.8,4.8,0.183418,inf,1.77236
14.88,4.88,0.182625,inf,1.77236
14.96,4.96,0.181843,inf,1.77237
15.04,5.04,0.181072,inf,1.77238
15.12,5.12,0.18031,inf,1.77238
15.2,5.2,0.179559,inf,1.77239
15.28,5.28,0.178817,inf,1.77239
15.36,5.36,0.178085,inf,1.7724
15.44,5.44,0.177362,inf,1.7724
15.52,5.52,0.176648,inf,1.77241
15.6,5.6,0.175944,inf,1.77241
15.68,5.68,0.175248,inf,1.77241
15.76,5.76,0.17456,inf,1.77242
15.84,5.84,0.173881,inf,1.77242
15.92,5.92,0.17321,inf,1.77242
16,6,0.172547,inf,1.77242
16.08,6.08,0.171892,inf,1.77243
16.16,6.16,0.171245,inf,1.77243
16.24,6.24,0.170605,inf,1.77243
16.32,6.32,0.169973,inf,1.77243
16.4,6.4,0.169348,inf,1.77243
16.48,6.48,0.16873,inf,1.77244
16.56,6.56,0.168119,inf,1.77244
16.64,6.64,0.167515,inf,1.77244
16.72,6.72,0.166917,inf,1.77244
16.8,6.8,0.166326,inf,1.77244
16.88,6.88,0.165742,inf,1.77244
16.96,6.96,0.165163,inf,1.77244
17.04,7.04,0.164591,inf,1.77244
17.12,7.12,0.164026,inf,1.77244
17.2,7.2,0.163466,inf,1.77244
17.28,7.28,0.162912,inf,1.77245
17.36,7.36,0.162363,inf,1.77245
17.44,7.44,0.161821,inf,1.77245
17.52,7.52,0.161284,inf,1.77245
17.6,7.6,0.160752,inf,1.77245
17.68,7.68,0.160226,inf,1.77245
17.76,7.76,0.159705,inf,1.77245
17.84,7.84,0.15919,inf,1.77245
17.92,7.92,0.158679,inf,1.77245
18,8,0.158173,inf,1.77245
18.08,8.08,0.157673,inf,1.77245
18.16,8.16,0.157177,inf,1.77245
18.24,8.24,0.156686,inf,1.77245
18.32,8.32,0.1562,inf,1.77245
18.4,8.4,0.155718,inf,1.77245
18.48,8.48,0.155241,inf,1.77245
18.56,8.56,0.154769,inf,1.77245
18.64,8.64,0.1543,inf,1.77245
18.72,8.72,0.153836,inf,1.77245
18.8,8.8,0.153377,inf,1.77245
18.88,8.88,0.152922,inf,1.77245
18.96,8.96,0.15247,inf,1.77245
19.04,9.04,0.152023,inf,1.77245
19.12,9.12,0.15158,inf,1.77245
19.2,9.2,0.151141,inf,1.77245
19.28,9.28,0.150706,inf,1.77245
19.36,9.36,0.150274,inf,1.77245
19.44,9.44,0.149847,inf,1.77245
19.52,9.52,0.149423,inf,1.77245
19.6,9.6,0.149003,inf,1.77245
19.68,9.68,0.148586,inf,1.77245
19.76,9.76,0.148173,inf,1.77245
19.84,9.84,0.147764,inf,1.77245
19.92,9.92,0.147358,inf,1.77245
20,10,0.146955,inf,1.77245
20.08,9.92,0.146497,inf,1.77245
20.16,9.84,0.146077,inf,1.77245
20.24,9.76,0.145666,inf,1.77245
20.32,9.68,0.145261,inf,1.77245
20.4,9.6,0.144861,inf,1.77245
20.48,9.52,0.144466,inf,1.77245
20.56,9.44,0.144076,inf,1.77245
20.64,9.36,0.143689,inf,1.77245
20.72,9.28,0.143305,inf,1.77245
20.8,9.2,0.142926,inf,1.77245
20.88,9.12,0.14255,inf,1.77245
20.96,9.04,0.142177,inf,1.77245
21.04,8.96,0.141808,inf,1.77245
21.12,8.88,0.141441,inf,1.77245
21.2,8.8,0.141078,inf,1.77245
21.28,8.72,0.140718,inf,1.77245
21.36,8.64,0.140361,inf,1.77245
21.44,8.56,0.140007,inf,1.77245
21.52,8.48,0.139655,inf,1.77245
21.6,8.4,0.139307,inf,1.77245
21.68,8.32,0.138961,inf,1.77245
21.76,8.24,0.138618,inf,1.77245
21.84,8.16,0.138278,inf,1.77245
21.92,8.08,0.13794,inf,1.77245
22,8,0.137605,inf,1.77245
22.08,7.92,0.137272,inf,1.77245
22.16,7.84,0.136943,inf,1.77245
22.24,7.76,0.136615,inf,1.77245
22.32,7.68,0.13629,inf,1.77245
22.4,7.6,0.135968,inf,1.77245
22.48,7.52,0.135647,inf,1.77245
22.56,7.44,0.13533,inf,1.77245
22.64,7.36,0.135014,inf,1.77245
22.72,7.28,0.134701,inf,1.77245
22.8,7.2,0.13439,inf,1.77244
22.88,7.12,0.134081,inf,1.77244
22.96,7.04,0.133775,inf,1.77244
23.04,6.96,0.133471,inf,1.77244
23.12,6.88,0.133168,inf,1.77244
23.2,6.8,0.132868,inf,1.77244
23.28,6.72,0.132571,inf,1.77244
23.36,6.64,0.132275,inf,1.77244
23.44,6.56,0.131981,inf,1.77244
23.52,6.48,0.131689,inf,1.77244
23.6,6.4,0.131399,inf,1.77243
23.68,6.32,0.131111,inf,1.77243
23.76,6.24,0.130825,inf,1.77243
23.84,6.16,0.130541,inf,1.77243
23.92,6.08,0.130259,inf,1.77243
24,6,0.129978,inf,1.77242
24.08,5.92,0.1297,inf,1.77242
24.16,5.84,0.129423,inf,1.77242
24.24,5.76,0.129148,inf,1.77242
24.32,5.68,0.128875,inf,1.77241
24.4,5.6,0.128603,inf,1.77241
24.48,5.52,0.128333,inf,1.77241
24.56,5.44,0.128064,inf,1.7724
24.64,5.36,0.127798,inf,1.7724
24.72,5.28,0.127532,inf,1.77239
24.8,5.2,0.127269,inf,1.77239
24.88,5.12,0.127006,inf,1.77238
24.96,5.04,0.126746,inf,1.77238
25.04,4.96,0.126486,inf,1.77237
25.12,4.88,0.126228,inf,1.77236
25.2,4.8,0.125972,inf,1.77236
25.28,4.72,0.125716,inf,1.77235
25.36,4.64,0.125462,inf,1.77234
25.44,4.56,0.125209,inf,1.77233
25.52,4.48,0.124957,inf,1.77232
25.6,4.4,0.124707,inf,1.77231
25.68,4.32,0.124457,inf,1.7723
25.76,4.24,0.124208,inf,1.77228
25.84,4.16,0.123961,inf,1.77227
25.92,4.08,0.123714,inf,1.77225
26,4,0.123468,inf,1.77224
26.08,3.92,0.123222,inf,1.77222
26.16,3.84,0.122977,inf,1.7722
26.24,3.76,0.122733,inf,1.77218
26.32,3.68,0.12249,inf,1.77215
26.4,3.6,0.122246,inf,1.77213
26.48,3.52,0.122003,inf,1.7721
26.56,3.44,0.12176,inf,1.77207
26.64,3.36,0.121517,inf,1.77204
26.72,3.28,0.121274,inf,1.772
26.8,3.2,0.121031,inf,1.77197
26.88,3.12,0.120788,inf,1.77193
26.96,3.04,0.120543,inf,1.77188
27.04,2.96,0.120299,inf,1.77184
27.12,2.88,0.120053,inf,1.77178
27.2,2.8,0.119806,inf,1.77173
27.28,2.72,0.119558,inf,1.77167
27.36,2.64,0.119309,inf,1.7716
27.44,2.56,0.119058,inf,1.77153
27.52,2.48,0.118805,inf,1.77145
27.6,2.4,0.118549,inf,1.77137
27.68,2.32,0.118291,inf,1.77128
27.76,2.24,0.11803,inf,1.77118
27.84,2.16,0.117766,inf,1.77108
27.92,2.08,0.117498,inf,1.77096
28,2,0.117226,inf,1.77084
28.08,1.92,0.11695,inf,1.7707
28.16,1.84,0.116669,inf,1.77056
28.24,1.76,0.116382,inf,1.7704
28.32,1.68,0.116089,inf,1.77023
28.4,1.6,0.115789,inf,1.77005
28.48,1.52,0.115482,inf,1.76985
28.56,1.44,0.115167,inf,1.76963
28.64,1.36,0.114843,inf,1.76939
28.72,1.28,0.11451,inf,1.76914
28.8,1.2,0.114166,inf,1.76886
28.88,1.12,0.113811,inf,1.76857
28.96,1.04,0.113443,inf,1.76824
29.04,0.96,0.113061,inf,1.76789
29.12,0.88,0.112665,inf,1.76751
29.2,0.8,0.112252,inf,1.7671
29.28,0.72,0.111822,inf,1.76666
29.36,0.64,0.111373,inf,1.76618
29.44,0.56,0.110903,inf,1.76566
29.52,0.48,0.11041,inf,1.76509
29.6,0.4,0.109893,inf,1.76448
29.68,0.32,0.109349,inf,1.76382
29.76,0.24,0.108776,inf,1.76311
29.84,0.16,0.108173,inf,1.76234
29.92,0.08,0.107535,inf,1.7615
30,1.68399e-12,0.106861,inf,1.76059
30.08,-0.08,0.106147,inf,1.75961
30.16,-0.16,0.10539,inf,1.75855
30.24,-0.24,0.104587,inf,1.7574
30.32,-0.32,0.103734,inf,1.75616
30.4,-0.4,0.102827,inf,1.75481
30.48,-0.48,0.101861,inf,1.75336
30.56,-0.56,0.100832,inf,1.75179
30.64,-0.64,0.0997344,inf,1.75009
30.72,-0.72,0.0985638,inf,1.74825
30.8,-0.8,0.0973139,inf,1.74627
30.88,-0.88,0.0959788,inf,1.74412
30.96,-0.96,0.0945519,inf,1.7418
31.04,-1.04,0.0930262,inf,1.7393
31.12,-1.12,0.0913943,inf,1.73659
31.2,-1.2,0.0896483,inf,1.73367
31.28,-1.28,0.0877798,inf,1.73052
31.36,-1.36,0.08578,inf,1.72711
31.44,-1.44,0.0836395,inf,1.72344
31.52,-1.52,0.0813483,inf,1.71948
31.6,-1.6,0.0788959,inf,1.71521
31.68,-1.68,0.0762715,inf,1.71061
31.76,-1.76,0.0734635,inf,1.70565
31.84,-1.84,0.0704598,inf,1.70032
31.92,-1.92,0.067248,inf,1.69457
32,-2,0.0638152,inf,1.68839
32.08,-2.08,0.0601478,inf,1.68175
32.16,-2.16,0.0562323,inf,1.67461
32.24,-2.24,0.0520546,inf,1.66695
32.32,-2.32,0.0476006,inf,1.65873
32.4,-2.4,0.0428558,inf,1.64991
32.48,-2.48,0.0378061,inf,1.64046
32.56,-2.56,0.0324374,inf,1.63035
32.64,-2.64,0.0267361,inf,1.61954
32.72,-2.72,0.0206889,inf,1.60798
32.8,-2.8,0.0142837,inf,1.59565
32.88,-2.88,0.00750901,inf,1.5825
32.96,-2.96,0.00035496,inf,1.5685
33.04,-3.04,-0.00718679,-inf,1.55361
33.12,-3.12,-0.0151226,-inf,1.5378
33.2,-3.2,-0.0234566,-inf,1.52103
33.28,-3.28,-0.0321902,-inf,1.50327
33.36,-3.36,-0.0413217,-inf,1.48449
33.44,-3.44,-0.0508462,-inf,1.46467
33.52,-3.52,-0.0607547,-inf,1.44379
33.6,-3.6,-0.0710343,-inf,1.42183
33.68,-3.68,-0.0816678,-inf,1.39879
33.76,-3.76,-0.0926328,-inf,1.37465
33.84,-3.84,-0.103902,-inf,1.34943
33.92,-3.92,-0.115445,-inf,1.32313
34,-4,-0.127222,-inf,1.29577
34.08,-4.08,-0.139193,-inf,1.26738
34.16,-4.16,-0.15131,-inf,1.238
34.24,-4.24,-0.163521,-inf,1.20767
34.32,-4.32,-0.17577,-inf,1.17645
34.4,-4.4,-0.187999,-inf,1.1444
34.48,-4.48,-0.200144,-inf,1.11159
34.56,-4.56,-0.212141,-inf,1.07811
34.64,-4.64,-0.223925,-inf,1.04405
34.72,-4.72,-0.235431,-inf,1.00949
34.8,-4.8,-0.246592,-inf,0.974555
34.88,-4.88,-0.257346,-inf,0.939337
34.96,-4.96,-0.267633,-inf,0.903949
35.04,-5.04,-0.277396,-inf,0.868505
35.12,-5.12,-0.286586,-inf,0.833117
35.2,-5.2,-0.295156,-inf,0.797898
35.28,-5.28,-0.303067,-inf,0.762959
35.36,-5.36,-0.310288,-inf,0.728407
35.44,-5.44,-0.316794,-inf,0.694343
35.52,-5.52,-0.322568,-inf,0.660863
35.6,-5.6,-0.327602,-inf,0.628058
35.68,-5.68,-0.331893,-inf,0.596008
35.76,-5.76,-0.335446,-inf,0.564786
35.84,-5.84,-0.338274,-inf,0.534456
35.92,-5.92,-0.340395,-inf,0.505075
36,-6,-0.341832,-inf,0.476686
36.08,-6.08,-0.342614,-inf,0.449328
36.16,-6.16,-0.342773,-inf,0.423027
36.24,-6.24,-0.342344,-inf,0.397802
36.32,-6.32,-0.341367,-inf,0.373666
36.4,-6.4,-0.33988,-inf,0.35062
36.48,-6.48,-0.337924,-inf,0.328662
36.56,-6.56,-0.335541,-inf,0.307781
36.64,-6.64,-0.332772,-inf,0.287962
36.72,-6.72,-0.329657,-inf,0.269185
36.8,-6.8,-0.326236,-inf,0.251424
36.88,-6.88,-0.322546,-inf,0.234653
36.96,-6.96,-0.318623,-inf,0.21884
37.04,-7.04,-0.314503,-inf,0.20395
37.12,-7.12,-0.310217,-inf,0.18995
37.2,-7.2,-0.305795,-inf,0.176803
37.28,-7.28,-0.301265,-inf,0.164471
37.36,-7.36,-0.296653,-inf,0.152917
37.44,-7.44,-0.291981,-inf,0.142103
37.52,-7.52,-0.287272,-inf,0.131991
37.6,-7.6,-0.282544,-inf,0.122545
37.68,-7.68,-0.277814,-inf,0.113728
37.76,-7.76,-0.273098,-inf,0.105504
37.84,-7.84,-0.268409,-inf,0.0978404
37.92,-7.92,-0.263759,-inf,0.090703
38,-8,-0.259157,-inf,0.0840602
38.08,-8.08,-0.254613,-inf,0.0778813
38.16,-8.16,-0.250134,-inf,0.0721372
38.24,-8.24,-0.245727,-inf,0.0668
38.32,-8.32,-0.241396,-inf,0.0618434
38.4,-8.4,-0.237146,-inf,0.0572422
38.48,-8.48,-0.232981,-inf,0.0529728
38.56,-8.56,-0.228902,-inf,0.0490126
38.64,-8.64,-0.224911,-inf,0.0453408
38.72,-8.72,-0.221011,-inf,0.0419373
38.8,-8.8,-0.217201,-inf,0.0387835
38.88,-8.88,-0.213482,-inf,0.0358621
38.96,-8.96,-0.209854,-inf,0.0331564
39.04,-9.04,-0.206316,-inf,0.0306513
39.12,-9.12,-0.202868,-inf,0.0283324
39.2,-9.2,-0.199507,-inf,0.0261863
39.28,-9.28,-0.196234,-inf,0.0242005
39.36,-9.36,-0.193046,-inf,0.0223633
39.44,-9.44,-0.189942,-inf,0.020664
39.52,-9.52,-0.18692,-inf,0.0190924
39.6,-9.6,-0.183979,-inf,0.0176391
39.68,-9.68,-0.181116,-inf,0.0162954
39.76,-9.76,-0.178329,-inf,0.0150532
39.84,-9.84,-0.175616,-inf,0.0139049
39.92,-9.92,-0.172976,-inf,0.0128436
